scenario_id,trait,target_direction,condition,prompt_style,loglik_selected_action,loglik_selected_direction,action_ids,action_texts,action_directions,action_logliks,action_normalized_logliks,action_softmax_probs,trait_score,trait_target_score,trait_target_attainment
trait_agreeableness_00711,agreeableness,high,as_pas_only,none,trait_agreeableness_00711_act_002,low,"['trait_agreeableness_00711_act_001', 'trait_agreeableness_00711_act_002', 'trait_agreeableness_00711_act_003', 'trait_agreeableness_00711_act_004']","['Perhaps you might weigh the emotional costs against the professional gains and decide if the move aligns with your long-term personal happiness and career goals.', 'Take the job; advancing in your career is a priority, and the significant pay increase justifies the move.', 'You could consider accepting the job and finding ways to maintain strong relationships with your family and friends through regular visits and digital communication.', 'Move to the new city; it’s a valuable opportunity for professional growth, and personal relationships can adapt if they’re truly important.']","['high', 'low', 'high', 'low']","[-12.3125, -0.02520751953125, -10.921875, -7.203125]","[-0.43973214285714285, -0.0011457963423295455, -0.436875, -0.2770432692307692]","[0.21141445636749268, 0.32780101895332336, 0.21201936900615692, 0.24876515567302704]",0.4234338253736496,0.4234338253736496,-0.0765661746263504
trait_agreeableness_00712,agreeableness,high,as_pas_only,none,trait_agreeableness_00712_act_004,high,"['trait_agreeableness_00712_act_001', 'trait_agreeableness_00712_act_002', 'trait_agreeableness_00712_act_003', 'trait_agreeableness_00712_act_004']","['Consider leveraging your time on more personal meetings where you can have genuine interactions, rather than a large industry event.', 'Skip the dinner if it really goes against your preferences and focus on networking in ways that make you feel comfortable.', 'You might find it rewarding to go and connect with a few people, making the experience more manageable and meaningful for you.', 'Consider attending the dinner to nurture relationships that could be beneficial for future collaborations or opportunities.']","['low', 'low', 'high', 'high']","[-5.7265625, -2.958984375, -1.2744140625, -0.4462890625]","[-0.26029829545454547, -0.13449928977272727, -0.0531005859375, -0.026252297794117647]","[0.21607686579227448, 0.24504287540912628, 0.2658233046531677, 0.27305689454078674]",0.5388802313137192,0.5388802313137192,0.038880231313719205
trait_agreeableness_00713,agreeableness,high,as_pas_only,none,trait_agreeableness_00713_act_002,high,"['trait_agreeableness_00713_act_001', 'trait_agreeableness_00713_act_002', 'trait_agreeableness_00713_act_003', 'trait_agreeableness_00713_act_004']","[""You could accept the nomination gracefully as it honors not just your work but also your team's effort."", 'Perhaps you might consider a compromise by accepting the nomination and requesting a more low-key acknowledgment at the ceremony.', 'Decline the nomination if it makes you uncomfortable; maintaining your personal comfort is more important than external recognition.', 'You might just let them know that while you appreciate the gesture, you prefer achievements to be celebrated internally rather than publicly.']","['high', 'high', 'low', 'low']","[-3.75390625, -0.71923828125, -9.6640625, -1.033203125]","[-0.1876953125, -0.03424944196428571, -0.4601934523809524, -0.043050130208333336]","[0.244921013712883, 0.2855398654937744, 0.18650120496749878, 0.2830379605293274]",0.5304608554932093,0.5304608554932093,0.030460855493209316
trait_agreeableness_00714,agreeableness,high,as_pas_only,none,trait_agreeableness_00714_act_002,high,"['trait_agreeableness_00714_act_001', 'trait_agreeableness_00714_act_002', 'trait_agreeableness_00714_act_003', 'trait_agreeableness_00714_act_004']","['Just let them know that your current responsibilities cannot be set aside, and you must prioritize completing your pending work this weekend.', 'You might consider delegating some of your tasks or rescheduling commitments so you can join your friends and maintain those cherished relationships.', 'Suggest an alternate weekend for the getaway when you are less busy, demonstrating your interest while staying committed to your personal obligations.', 'Perhaps you could work a few extra hours before the weekend to clear up some urgent tasks, allowing you to enjoy the getaway without worries.']","['low', 'high', 'low', 'high']","[-14.515625, -0.278564453125, -1.49609375, -4.16796875]","[-0.6048177083333334, -0.011142578125, -0.05984375, -0.15436921296296297]","[0.16382136940956116, 0.2966199815273285, 0.2825203537940979, 0.25703832507133484]",0.5536582900983604,0.5536582900983604,0.05365829009836043
trait_agreeableness_00715,agreeableness,high,as_pas_only,none,trait_agreeableness_00715_act_001,high,"['trait_agreeableness_00715_act_001', 'trait_agreeableness_00715_act_002', 'trait_agreeableness_00715_act_003', 'trait_agreeableness_00715_act_004']","['Suggest a team coffee break for everyone to refresh and help Ulisess feel less isolated in his stress.', 'Advise Ulisess to delegate some tasks to others to manage his workload better, which might alleviate his stress.', 'Offer to take a short walk with Ulisess during lunch, allowing for a change of scenery and a physical break from work.', 'Recommend that Ulisess reevaluate his project timeline and priorities, possibly pushing back less critical tasks.']","['high', 'low', 'high', 'low']","[-0.0980224609375, -4.19140625, -2.59765625, -5.80078125]","[-0.00445556640625, -0.18223505434782608, -0.09990985576923077, -0.2900390625]","[0.28590521216392517, 0.2393389642238617, 0.2598763704299927, 0.2148793786764145]",0.5457816232578175,0.5457816232578175,0.04578162325781754
trait_agreeableness_00716,agreeableness,high,as_pas_only,none,trait_agreeableness_00716_act_003,high,"['trait_agreeableness_00716_act_001', 'trait_agreeableness_00716_act_002', 'trait_agreeableness_00716_act_003', 'trait_agreeableness_00716_act_004']","['Decline the invitation as your workload and commitments cannot be compromised for additional social events.', 'Skip the ball; prioritize completing your major project and maintaining your current commitments.', ""Maybe you could go to the ball with Ranvir but let him know in advance that you'll need to leave early to manage your other commitments."", 'Consider attending the charity ball for just a short time to show support before focusing back on your project.']","['low', 'low', 'high', 'high']","[-6.390625, -4.0234375, -0.078125, -5.3359375]","[-0.3759191176470588, -0.2682291666666667, -0.0026939655172413795, -0.266796875]","[0.21361073851585388, 0.2378987967967987, 0.3102506697177887, 0.23823978006839752]",0.5484904579593309,0.5484904579593309,0.048490457959330935
trait_agreeableness_00717,agreeableness,high,as_pas_only,none,trait_agreeableness_00717_act_003,low,"['trait_agreeableness_00717_act_001', 'trait_agreeableness_00717_act_002', 'trait_agreeableness_00717_act_003', 'trait_agreeableness_00717_act_004']","['Consider crafting homemade gifts, which can be both meaningful and budget-friendly.', 'You might also think about baking treats to bring to the parties, as this is an affordable and heartfelt alternative to traditional gifts.', 'Just opt out of gift-giving and explain your financial situation honestly if anyone asks.', 'Alternatively, buy a single bulk gift item that you can split among the various parties to minimize costs.']","['high', 'high', 'low', 'low']","[-1.9560546875, -6.47265625, -0.177001953125, -9.59375]","[-0.13971819196428573, -0.25890625, -0.010411879595588236, -0.4796875]","[0.26756057143211365, 0.23749767243862152, 0.3044942617416382, 0.19044749438762665]",0.5050582438707352,0.5050582438707352,0.0050582438707351685
trait_agreeableness_00718,agreeableness,high,as_pas_only,none,trait_agreeableness_00718_act_001,low,"['trait_agreeableness_00718_act_001', 'trait_agreeableness_00718_act_002', 'trait_agreeableness_00718_act_003', 'trait_agreeableness_00718_act_004']","[""You should remain neutral, not laughing or reacting, to clearly indicate that such jokes aren't suitable for the workplace."", ""You might offer a light smile to acknowledge Geordie's attempt at humor without encouraging the nature of the joke."", 'Address Geordie later in private, suggesting that he consider the timing and content of his jokes more carefully in the future.', 'Perhaps gently change the subject to help move the conversation away from the joke and towards more appropriate meeting topics.']","['low', 'high', 'low', 'high']","[-0.02490234375, -3.7421875, -9.265625, -7.546875]","[-0.001082710597826087, -0.16270380434782608, -0.370625, -0.359375]","[0.30857694149017334, 0.2625260055065155, 0.2132422775030136, 0.21565477550029755]",0.47818078100681305,0.47818078100681305,-0.02181921899318695
trait_agreeableness_00719,agreeableness,high,as_pas_only,none,trait_agreeableness_00719_act_002,low,"['trait_agreeableness_00719_act_001', 'trait_agreeableness_00719_act_002', 'trait_agreeableness_00719_act_003', 'trait_agreeableness_00719_act_004']","['You might consider asking her if there’s anything specific you can do to help, showing your support goes beyond just professional boundaries.', 'Evaluate if sending flowers could set a precedent you’re uncomfortable with; maintaining professional boundaries is crucial.', 'Sending a thoughtful card along with the flowers can express your support and empathy during her difficult times.', 'Consider simply acknowledging her situation verbally when appropriate, which keeps the support subtle and professional.']","['high', 'low', 'high', 'low']","[-11.328125, -0.974609375, -2.259765625, -2.26953125]","[-0.453125, -0.051295230263157895, -0.11893503289473684, -0.13350183823529413]","[0.18982630968093872, 0.2837062180042267, 0.2651509940624237, 0.26131659746170044]",0.4549772495058477,0.4549772495058477,-0.045022750494152275
trait_agreeableness_00720,agreeableness,high,as_pas_only,none,trait_agreeableness_00720_act_003,high,"['trait_agreeableness_00720_act_001', 'trait_agreeableness_00720_act_002', 'trait_agreeableness_00720_act_003', 'trait_agreeableness_00720_act_004']","['Suggest that Shandel looks into affordable financing or leasing options for a new laptop instead of giving yours away.', 'Keep the laptop for yourself since it could be useful for your future needs, and Shandel can explore other options to acquire one.', 'Consider surprising Shandel with the laptop, making it a heartfelt gesture to help them succeed in their projects.', 'You could gift the laptop to Shandel, as it would really boost their productivity and show how much you support their endeavors.']","['low', 'low', 'high', 'high']","[-2.806640625, -13.2734375, -0.30712890625, -2.134765625]","[-0.12757457386363635, -0.5105168269230769, -0.014625186011904762, -0.085390625]","[0.26011091470718384, 0.17735721170902252, 0.2912137508392334, 0.27131813764572144]",0.5625318801025766,0.5625318801025766,0.0625318801025766
trait_agreeableness_00721,agreeableness,high,as_pas_only,none,trait_agreeableness_00721_act_001,high,"['trait_agreeableness_00721_act_001', 'trait_agreeableness_00721_act_002', 'trait_agreeableness_00721_act_003', 'trait_agreeableness_00721_act_004']","['You might consider gently expressing to Loujain how much effort and care you put into looking after their cat, which could naturally lead them to offer some form of gratitude.', 'Perhaps you could ask Loujain if they’d be willing to cover the costs you incurred while caring for their pet, as a kind gesture of appreciation.', 'Directly ask Loujain for a compensation for the expenses and time you invested in taking care of the cat, emphasizing that it is only fair.', 'Tell Loujain that taking care of their cat involved certain costs and effort on your part, and it would be reasonable to expect some form of compensation for your troubles.']","['high', 'high', 'low', 'low']","[-0.09881591796875, -4.17578125, -2.740234375, -5.08203125]","[-0.002906350528492647, -0.13470262096774194, -0.09134114583333333, -0.14947150735294118]","[0.27355653047561646, 0.23977765440940857, 0.2504034638404846, 0.23626242578029633]",0.5133341466386507,0.5133341466386507,0.013334146638650735
trait_agreeableness_00722,agreeableness,high,as_pas_only,none,trait_agreeableness_00722_act_002,high,"['trait_agreeableness_00722_act_001', 'trait_agreeableness_00722_act_002', 'trait_agreeableness_00722_act_003', 'trait_agreeableness_00722_act_004']","['Politely decline, explaining that you already have commitments to your personal health this weekend.', 'Offer to help Nazair for a few hours on one day of the weekend so you can also have time for your relaxation.', 'Suggest that Nazair asks other friends who might not already have plans, as your weekend is already booked for personal time.', ""Suggest that Nazair could hire professional movers and you'll provide support by organizing meals or refreshments for everyone on the moving day.""]","['low', 'high', 'low', 'high']","[-6.234375, -0.00664520263671875, -8.140625, -5.515625]","[-0.36672794117647056, -0.00026580810546875, -0.325625, -0.2042824074074074]","[0.21454782783985138, 0.3095113933086395, 0.22355014085769653, 0.25239071249961853]",0.5619020639432919,0.5619020639432919,0.061902063943291896
trait_agreeableness_00723,agreeableness,high,as_pas_only,none,trait_agreeableness_00723_act_003,high,"['trait_agreeableness_00723_act_001', 'trait_agreeableness_00723_act_002', 'trait_agreeableness_00723_act_003', 'trait_agreeableness_00723_act_004']","[""Maybe express to Tavleen how you're feeling and ask if she's open to the idea of ordering a ride for you, so she can continue enjoying the party."", 'Tell Tavleen directly that you need to leave for your own comfort, regardless of her having fun.', 'You could suggest a compromise to Tavleen; perhaps staying just a bit longer to meet her happiness, then leaving together.', 'Inform Tavleen that you are calling a taxi for yourself because you want to leave now.']","['high', 'low', 'high', 'low']","[-1.5107421875, -2.44140625, -0.72900390625, -2.837890625]","[-0.04443359375, -0.11625744047619048, -0.02916015625, -0.1493626644736842]","[0.25997835397720337, 0.24196051061153412, 0.26397958397865295, 0.2340814769268036]",0.5239579769937677,0.5239579769937677,0.02395797699376767
trait_agreeableness_00724,agreeableness,high,as_pas_only,none,trait_agreeableness_00724_act_004,high,"['trait_agreeableness_00724_act_001', 'trait_agreeableness_00724_act_002', 'trait_agreeableness_00724_act_003', 'trait_agreeableness_00724_act_004']","['Suggest that Josalyn finds an alternative or waits for another time when you are less occupied.', 'Keep your business appointment as planned; it’s important to prioritize commitments that impact your professional goals.', 'Perhaps offer to help Josalyn after your business appointment, blending commitment with your supportive nature.', ""You might consider rescheduling the business appointment if Josalyn's request could foster a supportive relationship.""]","['low', 'low', 'high', 'high']","[-6.83203125, -15.953125, -1.33203125, -0.41015625]","[-0.3416015625, -0.8396381578947368, -0.07010690789473684, -0.0205078125]","[0.23265112936496735, 0.14138737320899963, 0.3052205741405487, 0.3207409381866455]",0.6259615029996409,0.6259615029996409,0.12596150299964093
trait_agreeableness_00725,agreeableness,high,as_pas_only,none,trait_agreeableness_00725_act_001,high,"['trait_agreeableness_00725_act_001', 'trait_agreeableness_00725_act_002', 'trait_agreeableness_00725_act_003', 'trait_agreeableness_00725_act_004']","[""Apologize sincerely to Webber for the comment and ask them how they feel or if there's anything they'd like to talk about."", 'Express your regret over the upsetting comment, then gently shift the conversation towards a topic that Webber enjoys to lighten the mood.', 'Clarify your comment to Webber, explaining your point of view so they understand your perspective better.', 'Ask Webber to explain why your comment upset them, which can lead to a clearer understanding on both sides.']","['high', 'high', 'low', 'low']","[-0.6982421875, -0.69775390625, -6.44140625, -7.4453125]","[-0.024937220982142856, -0.02791015625, -0.3220703125, -0.33842329545454547]","[0.2881121039390564, 0.2872568368911743, 0.2140514850616455, 0.21057957410812378]",0.5753689408302307,0.5753689408302307,0.07536894083023071
trait_agreeableness_00726,agreeableness,high,as_pas_only,none,trait_agreeableness_00726_act_002,high,"['trait_agreeableness_00726_act_001', 'trait_agreeableness_00726_act_002', 'trait_agreeableness_00726_act_003', 'trait_agreeableness_00726_act_004']","['Suggest that Stevielynn should speak to a financial advisor to better manage her expenses and debt.', 'Offer to help Stevielynn by covering some of her medical expenses or by lending her money if that feels right to you.', 'Advise Stevielynn to negotiate the bills or seek cheaper medical alternatives for future treatments.', 'Consider providing support by helping Stevielynn find financial aid programs or charities that assist with medical bills.']","['low', 'high', 'low', 'high']","[-8.015625, -0.0027866363525390625, -6.28515625, -8.28125]","[-0.38169642857142855, -0.0001071783212515024, -0.3307976973684211, -0.3943452380952381]","[0.22201214730739594, 0.32516130805015564, 0.2336048036813736, 0.21922166645526886]",0.5443830150651198,0.5443830150651198,0.04438301506511977
trait_agreeableness_00727,agreeableness,high,as_pas_only,none,trait_agreeableness_00727_act_003,high,"['trait_agreeableness_00727_act_001', 'trait_agreeableness_00727_act_002', 'trait_agreeableness_00727_act_003', 'trait_agreeableness_00727_act_004']","['Consider starting with the positive aspects of the policy, then transition into your concerns, ensuring you maintain a respectful tone throughout.', 'Directly challenge the policy by presenting strong, logical arguments against it and demand a review from management.', 'You could express your concerns by highlighting how the policy impacts team morale, and gently suggest possible alternatives that could benefit everyone.', ""Question the policy's fairness and effectiveness in the meeting, and push for an immediate reconsideration by presenting the overall dissatisfaction of your colleagues.""]","['high', 'low', 'high', 'low']","[-2.61328125, -8.09375, -1.0029296875, -5.22265625]","[-0.10888671875, -0.4046875, -0.041788736979166664, -0.19343171296296297]","[0.26793372631073, 0.19932542741298676, 0.2865283787250519, 0.2462124079465866]",0.5544621380843007,0.5544621380843007,0.05446213808430067
trait_agreeableness_00728,agreeableness,high,as_pas_only,none,trait_agreeableness_00728_act_004,high,"['trait_agreeableness_00728_act_001', 'trait_agreeableness_00728_act_002', 'trait_agreeableness_00728_act_003', 'trait_agreeableness_00728_act_004']","[""Propose a formal vote on the project during the next team meeting to decisively address and move beyond Kashtin's opposition."", ""Firmly defend your project's merits in the next meeting, showcasing robust evidence and data to counter his objections."", 'Consider inviting Kashtin to co-present the project, integrating his viewpoints to strengthen the proposal.', 'Schedule a one-on-one meeting with Kashtin to understand his concerns and discuss potential compromises.']","['low', 'low', 'high', 'high']","[-3.337890625, -1.3408203125, -1.7158203125, -0.66796875]","[-0.12838040865384615, -0.05829653532608696, -0.0903063322368421, -0.03515625]","[0.23757968842983246, 0.2548275291919708, 0.24679972231388092, 0.2607930600643158]",0.5075927823781967,0.5075927823781967,0.007592782378196716
trait_agreeableness_00729,agreeableness,high,as_pas_only,none,trait_agreeableness_00729_act_001,high,"['trait_agreeableness_00729_act_001', 'trait_agreeableness_00729_act_002', 'trait_agreeableness_00729_act_003', 'trait_agreeableness_00729_act_004']","['Offer to spend time with Janely, perhaps going for a walk or watching a movie together to help her feel less alone.', 'Consider sending Janely a care package filled with her favorite treats and a heartfelt note to show your support and affection.', 'Encourage Janely to join a support group where she can connect with people who understand her grief and can offer perspective.', 'Suggest that Janely seeks professional counseling to address her feelings of hopelessness and to develop coping strategies.']","['high', 'high', 'low', 'low']","[-1.4169921875, -3.697265625, -2.107421875, -3.478515625]","[-0.0566796875, -0.16075067934782608, -0.08780924479166667, -0.1656436011904762]","[0.26544392108917236, 0.23920778930187225, 0.25730806589126587, 0.23804022371768951]",0.5046517103910446,0.5046517103910446,0.004651710391044617
trait_agreeableness_00730,agreeableness,high,as_pas_only,none,trait_agreeableness_00730_act_001,low,"['trait_agreeableness_00730_act_001', 'trait_agreeableness_00730_act_002', 'trait_agreeableness_00730_act_003', 'trait_agreeableness_00730_act_004']","['Withhold Meital’s paycheck as a firm action to underline the seriousness of the performance issues and motivate improvement.', 'Consider setting up a meeting with Meital to openly discuss performance issues and explore supportive measures to help improve their work.', 'Implement a direct policy that ties Meital’s pay to specific performance metrics, ensuring accountability and immediate consequences for underperformance.', 'You might want to create an improvement plan that outlines clear goals and timelines for Meital, providing regular feedback and encouragement.']","['low', 'high', 'low', 'high']","[-0.0009431838989257812, -7.40625, -9.5859375, -20.40625]","[-4.287199540571733e-05, -0.3220108695652174, -0.3994140625, -0.8502604166666666]","[0.35426008701324463, 0.25673988461494446, 0.23761700093746185, 0.15138310194015503]",0.4081229561475697,0.4081229561475697,-0.09187704385243028
trait_agreeableness_00731,agreeableness,high,as_pas_only,none,trait_agreeableness_00731_act_003,high,"['trait_agreeableness_00731_act_001', 'trait_agreeableness_00731_act_002', 'trait_agreeableness_00731_act_003', 'trait_agreeableness_00731_act_004']","['Perhaps you could delegate some of your responsibilities to other volunteers, which would allow you to continue supporting the charity while also managing your stress better.', ""It's practical to prioritize your own health and professional duties over volunteering; you can always return to it when you're in a better position."", 'You might consider reducing your hours slightly and finding a schedule that allows more time for rest, maintaining your commitment but taking care of your health too.', 'Consider taking a complete break from volunteering to focus entirely on your personal and professional life until you feel less overwhelmed.']","['high', 'low', 'high', 'low']","[-2.921875, -5.01953125, -0.1414794921875, -3.150390625]","[-0.10435267857142858, -0.17926897321428573, -0.00487860317887931, -0.14319957386363635]","[0.25035619735717773, 0.2322857677936554, 0.2765409052371979, 0.2408171147108078]",0.5268971104457544,0.5268971104457544,0.02689711044575438
