condition,persona,action,count,proportion
as_only_neg,cooperative,sc_010_act_004,1,0.03333333333333333
as_only_neg,cooperative,sc_011_act_003,1,0.03333333333333333
as_only_neg,cooperative,sc_012_act_003,1,0.03333333333333333
as_only_neg,cooperative,sc_013_act_004,1,0.03333333333333333
as_only_neg,cooperative,sc_014_act_003,1,0.03333333333333333
as_only_neg,cooperative,sc_015_act_004,1,0.03333333333333333
as_only_neg,cooperative,sc_016_act_004,1,0.03333333333333333
as_only_neg,cooperative,sc_017_act_003,1,0.03333333333333333
as_only_neg,cooperative,sc_018_act_004,1,0.03333333333333333
as_only_neg,cooperative,sc_019_act_001,1,0.03333333333333333
as_only_neg,cooperative,sc_020_act_004,1,0.03333333333333333
as_only_neg,cooperative,sc_021_act_004,1,0.03333333333333333
as_only_neg,cooperative,sc_022_act_005,1,0.03333333333333333
as_only_neg,cooperative,sc_023_act_004,1,0.03333333333333333
as_only_neg,cooperative,sc_024_act_004,1,0.03333333333333333
as_only_neg,cooperative,sc_025_act_003,1,0.03333333333333333
as_only_neg,cooperative,sc_026_act_005,1,0.03333333333333333
as_only_neg,cooperative,sc_027_act_004,1,0.03333333333333333
as_only_neg,cooperative,sc_028_act_003,1,0.03333333333333333
as_only_neg,cooperative,sc_029_act_004,1,0.03333333333333333
as_only_neg,cooperative,sc_030_act_004,1,0.03333333333333333
as_only_sep,aggressive,sc_001_act_001,1,0.03333333333333333
as_only_sep,aggressive,sc_002_act_002,1,0.03333333333333333
as_only_sep,aggressive,sc_003_act_001,1,0.03333333333333333
as_only_sep,aggressive,sc_004_act_002,1,0.03333333333333333
as_only_sep,aggressive,sc_005_act_002,1,0.03333333333333333
as_only_sep,aggressive,sc_006_act_003,1,0.03333333333333333
as_only_sep,aggressive,sc_007_act_004,1,0.03333333333333333
as_only_sep,aggressive,sc_008_act_004,1,0.03333333333333333
as_only_sep,aggressive,sc_009_act_004,1,0.03333333333333333
as_only_sep,aggressive,sc_010_act_001,1,0.03333333333333333
as_only_sep,aggressive,sc_011_act_001,1,0.03333333333333333
as_only_sep,aggressive,sc_012_act_004,1,0.03333333333333333
as_only_sep,aggressive,sc_013_act_001,1,0.03333333333333333
as_only_sep,aggressive,sc_014_act_002,1,0.03333333333333333
as_only_sep,aggressive,sc_015_act_002,1,0.03333333333333333
as_only_sep,aggressive,sc_016_act_004,1,0.03333333333333333
as_only_sep,aggressive,sc_017_act_002,1,0.03333333333333333
as_only_sep,aggressive,sc_018_act_004,1,0.03333333333333333
as_only_sep,aggressive,sc_019_act_001,1,0.03333333333333333
as_only_sep,aggressive,sc_020_act_002,1,0.03333333333333333
as_only_sep,aggressive,sc_021_act_001,1,0.03333333333333333
as_only_sep,aggressive,sc_022_act_002,1,0.03333333333333333
as_only_sep,aggressive,sc_023_act_001,1,0.03333333333333333
as_only_sep,aggressive,sc_024_act_005,1,0.03333333333333333
as_only_sep,aggressive,sc_025_act_002,1,0.03333333333333333
as_only_sep,aggressive,sc_026_act_003,1,0.03333333333333333
as_only_sep,aggressive,sc_027_act_002,1,0.03333333333333333
as_only_sep,aggressive,sc_028_act_003,1,0.03333333333333333
as_only_sep,aggressive,sc_029_act_003,1,0.03333333333333333
as_only_sep,aggressive,sc_030_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_001_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_002_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_003_act_003,1,0.03333333333333333
as_only_sep,cooperative,sc_004_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_005_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_006_act_003,1,0.03333333333333333
as_only_sep,cooperative,sc_007_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_008_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_009_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_010_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_011_act_003,1,0.03333333333333333
as_only_sep,cooperative,sc_012_act_003,1,0.03333333333333333
as_only_sep,cooperative,sc_013_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_014_act_003,1,0.03333333333333333
as_only_sep,cooperative,sc_015_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_016_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_017_act_003,1,0.03333333333333333
as_only_sep,cooperative,sc_018_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_019_act_001,1,0.03333333333333333
as_only_sep,cooperative,sc_020_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_021_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_022_act_005,1,0.03333333333333333
as_only_sep,cooperative,sc_023_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_024_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_025_act_003,1,0.03333333333333333
as_only_sep,cooperative,sc_026_act_005,1,0.03333333333333333
as_only_sep,cooperative,sc_027_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_028_act_003,1,0.03333333333333333
as_only_sep,cooperative,sc_029_act_004,1,0.03333333333333333
as_only_sep,cooperative,sc_030_act_004,1,0.03333333333333333
neutral_baseline,aggressive,sc_001_act_001,1,0.03333333333333333
neutral_baseline,aggressive,sc_002_act_002,1,0.03333333333333333
neutral_baseline,aggressive,sc_003_act_001,1,0.03333333333333333
neutral_baseline,aggressive,sc_004_act_002,1,0.03333333333333333
neutral_baseline,aggressive,sc_005_act_002,1,0.03333333333333333
neutral_baseline,aggressive,sc_006_act_003,1,0.03333333333333333
neutral_baseline,aggressive,sc_007_act_004,1,0.03333333333333333
neutral_baseline,aggressive,sc_008_act_004,1,0.03333333333333333
neutral_baseline,aggressive,sc_009_act_004,1,0.03333333333333333
neutral_baseline,aggressive,sc_010_act_004,1,0.03333333333333333
neutral_baseline,aggressive,sc_011_act_002,1,0.03333333333333333
neutral_baseline,aggressive,sc_012_act_004,1,0.03333333333333333
neutral_baseline,aggressive,sc_013_act_001,1,0.03333333333333333
neutral_baseline,aggressive,sc_014_act_003,1,0.03333333333333333
neutral_baseline,aggressive,sc_015_act_002,1,0.03333333333333333
neutral_baseline,aggressive,sc_016_act_002,1,0.03333333333333333
neutral_baseline,aggressive,sc_017_act_005,1,0.03333333333333333
neutral_baseline,aggressive,sc_018_act_004,1,0.03333333333333333
neutral_baseline,aggressive,sc_019_act_001,1,0.03333333333333333
neutral_baseline,aggressive,sc_020_act_004,1,0.03333333333333333
neutral_baseline,aggressive,sc_021_act_001,1,0.03333333333333333
neutral_baseline,aggressive,sc_022_act_005,1,0.03333333333333333
neutral_baseline,aggressive,sc_023_act_004,1,0.03333333333333333
neutral_baseline,aggressive,sc_024_act_003,1,0.03333333333333333
neutral_baseline,aggressive,sc_025_act_002,1,0.03333333333333333
neutral_baseline,aggressive,sc_026_act_003,1,0.03333333333333333
neutral_baseline,aggressive,sc_027_act_002,1,0.03333333333333333
neutral_baseline,aggressive,sc_028_act_003,1,0.03333333333333333
neutral_baseline,aggressive,sc_029_act_003,1,0.03333333333333333
neutral_baseline,aggressive,sc_030_act_004,1,0.03333333333333333
neutral_baseline,cooperative,sc_001_act_001,1,0.03333333333333333
neutral_baseline,cooperative,sc_002_act_002,1,0.03333333333333333
neutral_baseline,cooperative,sc_003_act_001,1,0.03333333333333333
neutral_baseline,cooperative,sc_004_act_002,1,0.03333333333333333
neutral_baseline,cooperative,sc_005_act_002,1,0.03333333333333333
neutral_baseline,cooperative,sc_006_act_003,1,0.03333333333333333
neutral_baseline,cooperative,sc_007_act_004,1,0.03333333333333333
neutral_baseline,cooperative,sc_008_act_004,1,0.03333333333333333
neutral_baseline,cooperative,sc_009_act_004,1,0.03333333333333333
neutral_baseline,cooperative,sc_010_act_004,1,0.03333333333333333
neutral_baseline,cooperative,sc_011_act_002,1,0.03333333333333333
neutral_baseline,cooperative,sc_012_act_004,1,0.03333333333333333
neutral_baseline,cooperative,sc_013_act_001,1,0.03333333333333333
neutral_baseline,cooperative,sc_014_act_003,1,0.03333333333333333
neutral_baseline,cooperative,sc_015_act_002,1,0.03333333333333333
neutral_baseline,cooperative,sc_016_act_002,1,0.03333333333333333
neutral_baseline,cooperative,sc_017_act_005,1,0.03333333333333333
neutral_baseline,cooperative,sc_018_act_004,1,0.03333333333333333
neutral_baseline,cooperative,sc_019_act_001,1,0.03333333333333333
neutral_baseline,cooperative,sc_020_act_004,1,0.03333333333333333
neutral_baseline,cooperative,sc_021_act_001,1,0.03333333333333333
neutral_baseline,cooperative,sc_022_act_005,1,0.03333333333333333
neutral_baseline,cooperative,sc_023_act_004,1,0.03333333333333333
neutral_baseline,cooperative,sc_024_act_003,1,0.03333333333333333
neutral_baseline,cooperative,sc_025_act_002,1,0.03333333333333333
neutral_baseline,cooperative,sc_026_act_003,1,0.03333333333333333
neutral_baseline,cooperative,sc_027_act_002,1,0.03333333333333333
neutral_baseline,cooperative,sc_028_act_003,1,0.03333333333333333
neutral_baseline,cooperative,sc_029_act_003,1,0.03333333333333333
neutral_baseline,cooperative,sc_030_act_004,1,0.03333333333333333
prompt_as,aggressive,sc_001_act_002,1,0.03333333333333333
prompt_as,aggressive,sc_002_act_002,1,0.03333333333333333
prompt_as,aggressive,sc_003_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_004_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_005_act_002,1,0.03333333333333333
prompt_as,aggressive,sc_006_act_004,1,0.03333333333333333
prompt_as,aggressive,sc_007_act_004,1,0.03333333333333333
prompt_as,aggressive,sc_008_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_009_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_010_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_011_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_012_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_013_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_014_act_002,1,0.03333333333333333
prompt_as,aggressive,sc_015_act_002,1,0.03333333333333333
prompt_as,aggressive,sc_016_act_004,1,0.03333333333333333
prompt_as,aggressive,sc_017_act_002,1,0.03333333333333333
prompt_as,aggressive,sc_018_act_004,1,0.03333333333333333
prompt_as,aggressive,sc_019_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_020_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_021_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_022_act_002,1,0.03333333333333333
prompt_as,aggressive,sc_023_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_024_act_002,1,0.03333333333333333
prompt_as,aggressive,sc_025_act_002,1,0.03333333333333333
prompt_as,aggressive,sc_026_act_003,1,0.03333333333333333
prompt_as,aggressive,sc_027_act_002,1,0.03333333333333333
prompt_as,aggressive,sc_028_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_029_act_001,1,0.03333333333333333
prompt_as,aggressive,sc_030_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_001_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_002_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_003_act_003,1,0.03333333333333333
prompt_as,cooperative,sc_004_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_005_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_006_act_003,1,0.03333333333333333
prompt_as,cooperative,sc_007_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_008_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_009_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_010_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_011_act_003,1,0.03333333333333333
prompt_as,cooperative,sc_012_act_003,1,0.03333333333333333
prompt_as,cooperative,sc_013_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_014_act_003,1,0.03333333333333333
prompt_as,cooperative,sc_015_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_016_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_017_act_003,1,0.03333333333333333
prompt_as,cooperative,sc_018_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_019_act_001,1,0.03333333333333333
prompt_as,cooperative,sc_020_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_021_act_001,1,0.03333333333333333
prompt_as,cooperative,sc_022_act_005,1,0.03333333333333333
prompt_as,cooperative,sc_023_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_024_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_025_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_026_act_005,1,0.03333333333333333
prompt_as,cooperative,sc_027_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_028_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_029_act_004,1,0.03333333333333333
prompt_as,cooperative,sc_030_act_004,1,0.03333333333333333
prompt_baseline,aggressive,sc_001_act_002,1,0.03333333333333333
prompt_baseline,aggressive,sc_002_act_002,1,0.03333333333333333
prompt_baseline,aggressive,sc_003_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_004_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_005_act_002,1,0.03333333333333333
prompt_baseline,aggressive,sc_006_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_007_act_004,1,0.03333333333333333
prompt_baseline,aggressive,sc_008_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_009_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_010_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_011_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_012_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_013_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_014_act_002,1,0.03333333333333333
prompt_baseline,aggressive,sc_015_act_002,1,0.03333333333333333
prompt_baseline,aggressive,sc_016_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_017_act_002,1,0.03333333333333333
prompt_baseline,aggressive,sc_018_act_004,1,0.03333333333333333
prompt_baseline,aggressive,sc_019_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_020_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_021_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_022_act_002,1,0.03333333333333333
prompt_baseline,aggressive,sc_023_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_024_act_002,1,0.03333333333333333
prompt_baseline,aggressive,sc_025_act_002,1,0.03333333333333333
prompt_baseline,aggressive,sc_026_act_003,1,0.03333333333333333
prompt_baseline,aggressive,sc_027_act_002,1,0.03333333333333333
prompt_baseline,aggressive,sc_028_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_029_act_001,1,0.03333333333333333
prompt_baseline,aggressive,sc_030_act_001,1,0.03333333333333333
prompt_baseline,cooperative,sc_001_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_002_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_003_act_003,1,0.03333333333333333
prompt_baseline,cooperative,sc_004_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_005_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_006_act_003,1,0.03333333333333333
prompt_baseline,cooperative,sc_007_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_008_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_009_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_010_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_011_act_003,1,0.03333333333333333
prompt_baseline,cooperative,sc_012_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_013_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_014_act_003,1,0.03333333333333333
prompt_baseline,cooperative,sc_015_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_016_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_017_act_003,1,0.03333333333333333
prompt_baseline,cooperative,sc_018_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_019_act_003,1,0.03333333333333333
prompt_baseline,cooperative,sc_020_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_021_act_001,1,0.03333333333333333
prompt_baseline,cooperative,sc_022_act_005,1,0.03333333333333333
prompt_baseline,cooperative,sc_023_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_024_act_005,1,0.03333333333333333
prompt_baseline,cooperative,sc_025_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_026_act_005,1,0.03333333333333333
prompt_baseline,cooperative,sc_027_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_028_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_029_act_004,1,0.03333333333333333
prompt_baseline,cooperative,sc_030_act_004,1,0.03333333333333333
