condition,persona,scenario_id,entropy
as_only_sep,aggressive,sc_014,0.0
as_only_sep,aggressive,sc_015,0.0
as_only_sep,aggressive,sc_016,0.0
as_only_sep,aggressive,sc_017,0.0
as_only_sep,aggressive,sc_018,0.0
as_only_sep,aggressive,sc_019,0.0
as_only_sep,aggressive,sc_020,0.0
as_only_sep,aggressive,sc_021,0.0
as_only_sep,aggressive,sc_022,0.0
as_only_sep,aggressive,sc_023,0.0
as_only_sep,aggressive,sc_024,0.0
as_only_sep,aggressive,sc_025,0.0
as_only_sep,aggressive,sc_026,0.0
as_only_sep,aggressive,sc_027,0.0
as_only_sep,aggressive,sc_028,0.0
as_only_sep,aggressive,sc_029,0.0
as_only_sep,aggressive,sc_030,0.0
as_only_sep,cooperative,sc_001,0.0
as_only_sep,cooperative,sc_002,0.0
as_only_sep,cooperative,sc_003,0.0
as_only_sep,cooperative,sc_004,0.0
as_only_sep,cooperative,sc_005,0.0
as_only_sep,cooperative,sc_006,0.0
as_only_sep,cooperative,sc_007,0.0
as_only_sep,cooperative,sc_008,0.0
as_only_sep,cooperative,sc_009,0.0
as_only_sep,cooperative,sc_010,0.0
as_only_sep,cooperative,sc_011,0.0
as_only_sep,cooperative,sc_012,0.0
as_only_sep,cooperative,sc_013,0.0
as_only_sep,cooperative,sc_014,0.0
as_only_sep,cooperative,sc_015,0.0
as_only_sep,cooperative,sc_016,0.0
as_only_sep,cooperative,sc_017,0.0
as_only_sep,cooperative,sc_018,0.0
as_only_sep,cooperative,sc_019,0.0
as_only_sep,cooperative,sc_020,0.0
as_only_sep,cooperative,sc_021,0.0
as_only_sep,cooperative,sc_022,0.0
as_only_sep,cooperative,sc_023,0.0
as_only_sep,cooperative,sc_024,0.0
as_only_sep,cooperative,sc_025,0.0
as_only_sep,cooperative,sc_026,0.0
as_only_sep,cooperative,sc_027,0.0
as_only_sep,cooperative,sc_028,0.0
as_only_sep,cooperative,sc_029,0.0
as_only_sep,cooperative,sc_030,0.0
neutral_baseline,aggressive,sc_001,0.0
neutral_baseline,aggressive,sc_002,0.0
neutral_baseline,aggressive,sc_003,0.0
neutral_baseline,aggressive,sc_004,0.0
neutral_baseline,aggressive,sc_005,0.0
neutral_baseline,aggressive,sc_006,0.0
neutral_baseline,aggressive,sc_007,0.0
neutral_baseline,aggressive,sc_008,0.0
neutral_baseline,aggressive,sc_009,0.0
neutral_baseline,aggressive,sc_010,0.0
neutral_baseline,aggressive,sc_011,0.0
neutral_baseline,aggressive,sc_012,0.0
neutral_baseline,aggressive,sc_013,0.0
neutral_baseline,aggressive,sc_014,0.0
neutral_baseline,aggressive,sc_015,0.0
neutral_baseline,aggressive,sc_016,0.0
neutral_baseline,aggressive,sc_017,0.0
neutral_baseline,aggressive,sc_018,0.0
neutral_baseline,aggressive,sc_019,0.0
neutral_baseline,aggressive,sc_020,0.0
neutral_baseline,aggressive,sc_021,0.0
neutral_baseline,aggressive,sc_022,0.0
neutral_baseline,aggressive,sc_023,0.0
neutral_baseline,aggressive,sc_024,0.0
neutral_baseline,aggressive,sc_025,0.0
neutral_baseline,aggressive,sc_026,0.0
neutral_baseline,aggressive,sc_027,0.0
neutral_baseline,aggressive,sc_028,0.0
neutral_baseline,aggressive,sc_029,0.0
neutral_baseline,aggressive,sc_030,0.0
neutral_baseline,cooperative,sc_001,0.0
neutral_baseline,cooperative,sc_002,0.0
neutral_baseline,cooperative,sc_003,0.0
neutral_baseline,cooperative,sc_004,0.0
neutral_baseline,cooperative,sc_005,0.0
neutral_baseline,cooperative,sc_006,0.0
neutral_baseline,cooperative,sc_007,0.0
neutral_baseline,cooperative,sc_008,0.0
neutral_baseline,cooperative,sc_009,0.0
neutral_baseline,cooperative,sc_010,0.0
neutral_baseline,cooperative,sc_011,0.0
neutral_baseline,cooperative,sc_012,0.0
neutral_baseline,cooperative,sc_013,0.0
neutral_baseline,cooperative,sc_014,0.0
neutral_baseline,cooperative,sc_015,0.0
neutral_baseline,cooperative,sc_016,0.0
neutral_baseline,cooperative,sc_017,0.0
neutral_baseline,cooperative,sc_018,0.0
neutral_baseline,cooperative,sc_019,0.0
neutral_baseline,cooperative,sc_020,0.0
neutral_baseline,cooperative,sc_021,0.0
neutral_baseline,cooperative,sc_022,0.0
neutral_baseline,cooperative,sc_023,0.0
neutral_baseline,cooperative,sc_024,0.0
neutral_baseline,cooperative,sc_025,0.0
neutral_baseline,cooperative,sc_026,0.0
neutral_baseline,cooperative,sc_027,0.0
neutral_baseline,cooperative,sc_028,0.0
neutral_baseline,cooperative,sc_029,0.0
neutral_baseline,cooperative,sc_030,0.0
prompt_as,aggressive,sc_001,0.0
prompt_as,aggressive,sc_002,0.0
prompt_as,aggressive,sc_003,0.0
prompt_as,aggressive,sc_004,0.0
prompt_as,aggressive,sc_005,0.0
prompt_as,aggressive,sc_006,0.0
prompt_as,aggressive,sc_007,0.0
prompt_as,aggressive,sc_008,0.0
prompt_as,aggressive,sc_009,0.0
prompt_as,aggressive,sc_010,0.0
prompt_as,aggressive,sc_011,0.0
prompt_as,aggressive,sc_012,0.0
prompt_as,aggressive,sc_013,0.0
prompt_as,aggressive,sc_014,0.0
prompt_as,aggressive,sc_015,0.0
prompt_as,aggressive,sc_016,0.0
prompt_as,aggressive,sc_017,0.0
prompt_as,aggressive,sc_018,0.0
prompt_as,aggressive,sc_019,0.0
prompt_as,aggressive,sc_020,0.0
prompt_as,aggressive,sc_021,0.0
prompt_as,aggressive,sc_022,0.0
prompt_as,aggressive,sc_023,0.0
prompt_as,aggressive,sc_024,0.0
prompt_as,aggressive,sc_025,0.0
prompt_as,aggressive,sc_026,0.0
prompt_as,aggressive,sc_027,0.0
prompt_as,aggressive,sc_028,0.0
prompt_as,aggressive,sc_029,0.0
prompt_as,aggressive,sc_030,0.0
prompt_as,cooperative,sc_001,0.0
prompt_as,cooperative,sc_002,0.0
prompt_as,cooperative,sc_003,0.0
prompt_as,cooperative,sc_004,0.0
prompt_as,cooperative,sc_005,0.0
prompt_as,cooperative,sc_006,0.0
prompt_as,cooperative,sc_007,0.0
prompt_as,cooperative,sc_008,0.0
prompt_as,cooperative,sc_009,0.0
prompt_as,cooperative,sc_010,0.0
prompt_as,cooperative,sc_011,0.0
prompt_as,cooperative,sc_012,0.0
prompt_as,cooperative,sc_013,0.0
prompt_as,cooperative,sc_014,0.0
prompt_as,cooperative,sc_015,0.0
prompt_as,cooperative,sc_016,0.0
prompt_as,cooperative,sc_017,0.0
prompt_as,cooperative,sc_018,0.0
prompt_as,cooperative,sc_019,0.0
prompt_as,cooperative,sc_020,0.0
prompt_as,cooperative,sc_021,0.0
prompt_as,cooperative,sc_022,0.0
prompt_as,cooperative,sc_023,0.0
prompt_as,cooperative,sc_024,0.0
prompt_as,cooperative,sc_025,0.0
prompt_as,cooperative,sc_026,0.0
prompt_as,cooperative,sc_027,0.0
prompt_as,cooperative,sc_028,0.0
prompt_as,cooperative,sc_029,0.0
prompt_as,cooperative,sc_030,0.0
prompt_baseline,aggressive,sc_001,0.0
prompt_baseline,aggressive,sc_002,0.0
prompt_baseline,aggressive,sc_003,0.0
prompt_baseline,aggressive,sc_004,0.0
prompt_baseline,aggressive,sc_005,0.0
prompt_baseline,aggressive,sc_006,0.0
prompt_baseline,aggressive,sc_007,0.0
prompt_baseline,aggressive,sc_008,0.0
prompt_baseline,aggressive,sc_009,0.0
prompt_baseline,aggressive,sc_010,0.0
prompt_baseline,aggressive,sc_011,0.0
prompt_baseline,aggressive,sc_012,0.0
prompt_baseline,aggressive,sc_013,0.0
prompt_baseline,aggressive,sc_014,0.0
prompt_baseline,aggressive,sc_015,0.0
prompt_baseline,aggressive,sc_016,0.0
prompt_baseline,aggressive,sc_017,0.0
prompt_baseline,aggressive,sc_018,0.0
prompt_baseline,aggressive,sc_019,0.0
prompt_baseline,aggressive,sc_020,0.0
prompt_baseline,aggressive,sc_021,0.0
prompt_baseline,aggressive,sc_022,0.0
prompt_baseline,aggressive,sc_023,0.0
prompt_baseline,aggressive,sc_024,0.0
prompt_baseline,aggressive,sc_025,0.0
prompt_baseline,aggressive,sc_026,0.0
prompt_baseline,aggressive,sc_027,0.0
prompt_baseline,aggressive,sc_028,0.0
prompt_baseline,aggressive,sc_029,0.0
prompt_baseline,aggressive,sc_030,0.0
prompt_baseline,cooperative,sc_001,0.0
prompt_baseline,cooperative,sc_002,0.0
prompt_baseline,cooperative,sc_003,0.0
prompt_baseline,cooperative,sc_004,0.0
prompt_baseline,cooperative,sc_005,0.0
prompt_baseline,cooperative,sc_006,0.0
prompt_baseline,cooperative,sc_007,0.0
prompt_baseline,cooperative,sc_008,0.0
prompt_baseline,cooperative,sc_009,0.0
prompt_baseline,cooperative,sc_010,0.0
prompt_baseline,cooperative,sc_011,0.0
prompt_baseline,cooperative,sc_012,0.0
prompt_baseline,cooperative,sc_013,0.0
prompt_baseline,cooperative,sc_014,0.0
prompt_baseline,cooperative,sc_015,0.0
prompt_baseline,cooperative,sc_016,0.0
prompt_baseline,cooperative,sc_017,0.0
prompt_baseline,cooperative,sc_018,0.0
prompt_baseline,cooperative,sc_019,0.0
prompt_baseline,cooperative,sc_020,0.0
prompt_baseline,cooperative,sc_021,0.0
prompt_baseline,cooperative,sc_022,0.0
prompt_baseline,cooperative,sc_023,0.0
prompt_baseline,cooperative,sc_024,0.0
prompt_baseline,cooperative,sc_025,0.0
prompt_baseline,cooperative,sc_026,0.0
prompt_baseline,cooperative,sc_027,0.0
prompt_baseline,cooperative,sc_028,0.0
prompt_baseline,cooperative,sc_029,0.0
prompt_baseline,cooperative,sc_030,0.0
